,fbcsp,eegnet,safka_csp,multikernel_safka_csp,csp
112,0.9762,0.9769,0.5946,0.3486,0.667
113,1.0,0.6052,0.9996,0.9865,0.4379
114,0.9987,0.918,0.637,0.1424,0.6712
115,0.8939,0.0734,0.7949,0.3635,0.2831
116,0.6345,0.804,0.8147,0.8463,0.435
117,0.9998,0.9456,0.9946,0.9991,0.9219
118,0.981,0.1273,0.7503,0.6119,0.4624
119,0.7486,0.9604,0.5708,0.7406,0.6304
120,0.8834,0.1842,0.8722,0.8591,0.8123
121,0.7724,0.9506,0.0968,0.0592,0.5548
122,0.9981,0.6935,0.3631,0.1765,0.2142
123,0.9981,0.0496,0.7612,0.9157,0.8379
124,0.9914,0.9904,0.9525,0.8107,0.3793
125,0.9975,0.7539,0.6421,0.8465,0.7695
126,0.9205,0.9309,0.8859,0.9596,0.91
127,0.9841,0.4069,0.9891,0.9455,0.1733
128,1.0,0.8965,0.997,0.9992,0.6223
129,0.9222,0.9155,0.8849,0.9545,0.6037
130,0.9988,0.0658,0.6141,0.3673,0.2087
131,0.9978,0.9529,0.9959,0.9917,0.9727
132,0.999,0.9466,0.9832,0.9345,0.7054
133,0.8493,0.058,0.3583,0.0606,0.1051
134,1.0,0.9961,0.9258,0.753,0.6501
135,0.9999,0.9563,0.9973,0.9986,0.8487
136,0.9902,0.5319,0.9974,0.9966,0.8936
137,0.9998,0.8117,0.481,0.6349,0.8345
138,0.9987,0.5129,0.9707,0.9664,0.4756
139,0.9958,0.9676,0.9518,0.9981,0.9955
140,0.0007,0.9835,0.8675,0.9064,0.6408
141,0.9941,0.3201,0.4819,0.3329,0.2363
142,0.9973,0.9704,0.9352,0.9962,0.9009
143,0.7499,0.5193,0.8282,0.8188,0.1705
144,1.0,0.5396,0.2004,0.0661,0.3581
145,0.8574,0.9628,0.9258,0.9268,0.4833
146,0.8647,0.787,0.8973,0.9819,0.209
147,0.5459,0.9439,0.74,0.97,0.9457
148,0.4452,0.9897,0.8923,0.9354,0.9441
149,0.9992,0.9205,0.992,0.9617,0.1485
150,0.574,0.9211,0.9831,0.9991,0.5338
151,1.0,0.1203,0.9884,0.9568,0.1957
152,0.9992,0.9363,0.8715,0.8772,0.2607
153,0.9784,0.8277,0.9876,0.9941,0.9281
154,0.9552,0.8751,0.9607,0.937,0.7183
155,0.0164,0.7601,0.9885,0.9619,0.19
156,0.9961,0.9912,0.9896,0.9992,0.935
157,0.9779,0.7562,0.9992,0.9988,0.772
158,0.0284,0.7783,0.7466,0.8976,0.6133
159,0.8724,0.611,0.9942,0.9974,0.908
160,0.4159,0.4951,0.8231,0.8899,0.6612
161,0.9755,0.9461,0.9963,0.9936,0.6063
162,0.9985,0.4513,0.8562,0.8635,0.3728
163,0.8388,0.9882,0.7656,0.9304,0.9494
164,0.9897,0.9929,0.8604,0.6922,0.941
165,0.6081,0.8291,0.8367,0.2368,0.3832
166,0.6356,0.7849,0.6679,0.8655,0.8214
167,0.9996,0.8957,0.9401,0.8103,0.4039
168,0.993,0.9054,0.8288,0.1716,0.2788
169,0.9892,0.94,0.3509,0.4849,0.8568
170,1.0,0.0489,0.7695,0.7841,0.3054
171,0.4803,0.9875,0.7474,0.9383,0.9203
172,0.7218,0.925,0.7746,0.662,0.8754
173,0.5618,0.9973,0.7513,0.9749,0.608
174,0.8445,0.565,0.7609,0.9828,0.9533
175,0.9097,0.5376,0.2379,0.0336,0.8963
176,0.9051,0.8182,0.5855,0.9598,0.9362
177,0.9996,0.5249,0.659,0.2643,0.4172
178,0.8779,0.9939,0.8747,0.4773,0.1418
179,0.0849,0.967,0.5372,0.638,0.9047
180,0.9974,0.764,0.2844,0.8969,0.7842
181,0.4977,0.9591,0.9476,0.978,0.5663
182,0.994,0.9581,0.9516,0.9316,0.7762
183,0.8948,0.9661,0.5356,0.9425,0.7631
184,0.9952,0.3856,0.9105,0.9879,0.6541
185,0.46,0.081,0.9892,0.9701,0.4184
186,0.9995,0.944,0.8993,0.9788,0.8803
187,0.0608,0.8794,0.7628,0.6568,0.7216
188,0.9995,0.7868,0.8987,0.9211,0.6821
189,0.2784,0.9866,0.5952,0.44,0.2586
190,0.7479,0.1242,0.7198,0.9943,0.3342
191,0.9102,0.9943,0.9353,0.998,0.9227
192,0.1655,0.0712,0.9518,0.9122,0.8924
193,0.7905,0.919,0.9053,0.9942,0.7433
194,0.8472,0.9718,0.8775,0.8583,0.9357
195,0.9357,0.1525,0.7029,0.2394,0.855
196,0.5691,0.9346,0.9326,0.2331,0.6711
197,0.9996,0.5212,0.9998,0.9995,0.3422
198,0.3399,0.6873,0.3728,0.8487,0.0905
199,0.9948,0.2116,0.9999,1.0,0.8086
200,0.221,0.9793,0.9914,0.9999,0.9229
201,0.9962,0.9688,0.987,0.9861,0.7317
202,0.4636,0.6289,0.6745,0.9231,0.4773
203,0.9999,0.8985,0.9951,0.9915,0.7695
204,0.9972,0.0579,0.0295,0.9974,0.015
205,0.1915,0.9944,0.9959,0.9992,0.1022
206,0.1428,0.3562,0.5974,0.9966,0.8966
207,0.9802,0.827,0.8938,0.9925,0.7074
208,0.9596,0.6143,0.9999,0.9996,0.164
209,0.9918,0.4616,0.9542,0.899,0.7754
210,0.981,0.0441,0.9517,0.5578,0.5228
211,0.8138,0.8549,0.9811,0.9899,0.5802
212,0.9539,0.4448,0.9999,0.9999,0.6669
213,0.9987,0.9329,0.978,0.9867,0.2903
214,0.0862,0.1555,0.9998,0.9995,0.3547
215,0.1086,0.954,0.9408,0.8751,0.7242
216,0.0974,0.6934,0.7773,0.961,0.4128
217,0.3211,0.8373,0.7486,0.9791,0.9228
218,0.9888,0.9735,0.9699,0.9822,0.8293
219,0.8227,0.7712,0.9529,0.9697,0.4079
220,0.9109,0.927,0.4854,0.7858,0.7376
221,0.9969,0.915,0.9896,0.9933,0.6155
222,0.7901,0.8379,0.5945,0.5347,0.4306
223,0.1938,0.9502,0.4028,0.9717,0.641
224,0.9381,0.7906,0.9232,0.8814,0.8196
225,0.9937,0.8892,0.583,0.0075,0.1774
226,0.999,0.9236,0.7527,0.4919,0.9311
227,0.0349,0.9706,0.5075,0.0893,0.3967
228,0.8038,0.7923,0.9811,0.9182,0.8311
229,0.9128,0.164,0.9554,0.9181,0.4564
230,0.3675,0.1921,0.9828,0.9528,0.6371
231,0.0935,0.5215,0.8027,0.7995,0.8078
232,0.9965,0.7278,0.9927,0.9566,0.3565
233,0.9608,0.9739,0.8441,0.9417,0.742
234,0.9678,0.1978,0.3532,0.0314,0.2593
235,0.9343,0.9489,0.8135,0.9544,0.7383
236,0.8025,1.0,0.9989,0.9974,0.998
237,0.9927,0.8673,0.9918,0.9992,0.9797
238,0.5363,0.898,0.8076,0.4249,0.4401
239,0.7601,0.7885,0.8861,0.7359,0.2473
240,0.0933,0.9859,0.7552,0.9764,0.9669
241,0.8415,0.4239,0.1796,0.1668,0.7143
242,0.9997,0.2629,0.7366,0.6829,0.4417
243,0.6568,0.1417,0.9021,0.7564,0.1552
244,0.9982,0.9853,0.9477,0.9647,0.6935
245,0.9999,0.821,0.9984,0.9801,0.0839
246,0.9747,0.9296,0.7499,0.7627,0.4705
247,0.4039,0.9348,0.8354,0.5332,0.0818
248,1.0,0.9624,0.9033,0.9215,0.4947
249,0.9998,0.8882,0.4977,0.9592,0.8473
250,0.3878,0.9763,0.8473,0.8778,0.4296
251,0.4084,0.9382,0.8368,0.8705,0.4992
252,0.0281,0.8294,0.7971,0.9239,0.7593
253,0.9992,0.599,0.9383,0.1184,0.0593
254,0.9993,0.5665,0.9868,0.934,0.1272
255,0.9882,0.1362,0.9275,0.9885,0.7735
256,0.8864,0.9177,0.7258,0.9711,0.7939
257,0.998,0.9673,0.9878,0.9958,0.7271
258,0.9949,0.7308,0.9988,0.9986,0.3043
259,1.0,0.3234,0.9361,0.9896,0.8421
260,0.9893,0.4396,0.9996,0.9999,0.9474
261,0.9893,0.023,0.9576,0.9909,0.8285
262,0.9993,0.8807,0.8936,0.8589,0.3426
263,0.9908,0.8268,0.9556,0.7028,0.2991
264,0.9992,0.9823,0.6285,0.9159,0.8361
265,1.0,0.3052,0.9997,0.9991,0.5859
266,0.816,0.8596,0.9815,0.9995,0.9484
267,0.9839,0.6629,0.8448,0.9831,0.9445
268,1.0,0.9193,0.9707,0.9992,0.8451
269,0.4968,0.5042,0.6513,0.3281,0.1436
270,0.7944,0.9539,0.8192,0.4289,0.6006
271,0.9977,0.7581,0.913,0.9877,0.7748
272,0.9668,0.9303,0.9149,0.9842,0.5743
273,0.9274,0.7392,0.9895,0.9983,0.7264
274,0.9935,0.937,0.9988,0.9989,0.6809
275,0.9047,0.911,0.6573,0.3307,0.199
276,0.9933,0.9533,0.7595,0.8976,0.8917
277,0.9332,0.5628,0.9388,0.7776,0.6677
278,0.2725,0.4945,0.6586,0.6681,0.4078
279,0.9997,0.7956,0.99,0.976,0.3842
280,0.9997,0.9743,0.9998,0.9998,0.5942
281,0.9992,0.7828,0.9164,0.9956,0.8825
282,0.4926,0.9587,0.5226,0.6766,0.5454
283,0.9236,0.7642,0.8547,0.7741,0.1407
284,1.0,0.8317,0.8743,0.6396,0.2967
285,0.1482,0.0949,0.4598,0.1592,0.3377
286,0.9622,0.404,0.8018,0.9323,0.6549
287,0.2198,0.3527,0.4213,0.9097,0.8944
288,0.9193,0.7111,0.4553,0.1586,0.4024
289,0.9955,0.8204,0.2412,0.3712,0.5139
290,0.7377,0.9799,0.6403,0.2634,0.6011
291,0.4745,0.3566,0.5518,0.5551,0.7207
292,0.13,0.2436,0.4558,0.0682,0.5415
293,0.9704,0.8556,0.6835,0.2184,0.6367
294,0.3195,0.72,0.3039,0.2792,0.688
295,0.9705,0.8744,0.4717,0.6722,0.4656
296,0.0318,0.7645,0.1623,0.1848,0.1232
297,0.85,0.8151,0.8769,0.8221,0.6024
298,0.0813,0.022,0.4522,0.5545,0.7529
299,0.9385,0.6724,0.6547,0.4195,0.7137
300,0.462,0.2183,0.5903,0.6276,0.2255
301,0.6755,0.6498,0.4018,0.5438,0.3763
302,0.4255,0.7736,0.291,0.6754,0.7338
303,0.7211,0.8725,0.3541,0.6209,0.4136
304,0.8888,0.7365,0.5215,0.3455,0.3745
305,0.2398,0.8146,0.7261,0.5321,0.6335
306,0.9539,0.6298,0.3026,0.571,0.6465
307,0.3773,0.8406,0.2708,0.4478,0.4491
308,0.0091,0.9644,0.2531,0.1448,0.416
309,0.2525,0.5809,0.7293,0.7698,0.2876
310,0.0836,0.1579,0.8285,0.7712,0.3293
311,0.0333,0.993,0.6478,0.8606,0.5347
312,0.3334,0.2507,0.8449,0.8645,0.7697
313,0.4243,0.5522,0.3438,0.3025,0.4427
314,0.7846,0.9538,0.6034,0.5059,0.8008
315,0.285,0.8757,0.2792,0.4322,0.9162
316,0.6029,0.6875,0.3657,0.5151,0.7663
317,0.2064,0.8591,0.6363,0.8632,0.3864
318,0.9947,0.6503,0.5739,0.5599,0.4916
319,0.5341,0.5316,0.7352,0.6511,0.3779
320,0.9101,0.9413,0.5953,0.591,0.9268
321,0.1052,0.0737,0.7532,0.5183,0.3566
322,0.9387,0.5919,0.3102,0.1799,0.5937
323,0.8751,0.8844,0.5898,0.1554,0.6077
324,0.2984,0.9572,0.6374,0.8399,0.4553
325,0.9584,0.8723,0.7082,0.4975,0.3022
326,0.9368,0.2366,0.9422,0.99,0.8207
327,0.2783,0.1606,0.7969,0.8943,0.4985
328,0.2796,0.6516,0.7293,0.41,0.3045
329,0.4618,0.6183,0.7115,0.8217,0.3932
330,0.0139,0.8504,0.5487,0.3395,0.4166
331,0.7538,0.6225,0.6891,0.2275,0.344
332,0.0255,0.7075,0.8957,0.4572,0.1467
333,0.1017,0.2183,0.8307,0.9227,0.6216
334,0.5489,0.9664,0.4392,0.168,0.4344
335,0.2739,0.8187,0.449,0.3157,0.2476
336,0.6111,0.7311,0.6272,0.3122,0.3115
337,0.0279,0.8217,0.3828,0.6751,0.8852
338,0.277,0.7725,0.4807,0.5305,0.6801
339,0.8229,0.068,0.4393,0.1892,0.3169
340,0.6352,0.8315,0.5549,0.8093,0.2917
341,0.993,0.1842,0.7237,0.5291,0.6531
342,0.447,0.8152,0.3254,0.2351,0.1469
343,0.9958,0.2794,0.6057,0.9294,0.6758
344,0.1675,0.9146,0.6112,0.8219,0.6728
345,0.3033,0.552,0.6865,0.4568,0.2868
346,0.988,0.7638,0.408,0.1851,0.4016
347,0.819,0.9683,0.6126,0.7898,0.7124
348,0.9473,0.8421,0.8952,0.9632,0.9888
349,0.7085,0.1688,0.1769,0.0271,0.2341
350,0.0841,0.6542,0.7365,0.6472,0.8686
351,0.0487,0.8952,0.5514,0.4572,0.321
352,0.8808,0.149,0.3782,0.3814,0.3699
353,0.0289,0.2392,0.2569,0.0683,0.0162
354,0.0977,0.7075,0.6859,0.8395,0.8475
355,0.8445,0.7444,0.4543,0.5015,0.453
356,0.6652,0.0326,0.0772,0.0383,0.1301
357,0.7587,0.6098,0.6469,0.7196,0.8852
358,0.8282,0.6375,0.5326,0.6463,0.7702
359,0.9573,0.3257,0.6562,0.8822,0.9794
360,0.8655,0.7861,0.7855,0.9344,0.8082
361,0.9709,0.667,0.4827,0.7828,0.8279
362,0.063,0.8324,0.1654,0.2616,0.0923
363,0.1965,0.7541,0.7085,0.7026,0.8077
364,0.4457,0.0708,0.2936,0.0734,0.104
365,0.0333,0.2795,0.7772,0.7156,0.9051
366,0.9944,0.9775,0.4273,0.3162,0.8416
367,0.2701,0.9266,0.6645,0.711,0.5475
368,0.9705,0.8605,0.861,0.9327,0.9686
369,0.8006,0.5667,0.4246,0.523,0.1439
370,0.5356,0.5549,0.1858,0.1781,0.0439
371,0.3134,0.2181,0.6283,0.3437,0.2544
372,0.0663,0.1791,0.6741,0.633,0.163
373,0.2537,0.876,0.5455,0.873,0.4251
374,0.2686,0.4845,0.2214,0.3744,0.7189
375,0.818,0.5863,0.3521,0.4423,0.6936
376,0.7157,0.2115,0.5808,0.6923,0.7966
377,0.0447,0.6246,0.8136,0.6347,0.5933
378,0.0891,0.8288,0.5093,0.4724,0.3857
379,0.1259,0.5858,0.4821,0.1097,0.4083
380,0.5235,0.9879,0.3733,0.5574,0.3581
381,0.9954,0.6679,0.2877,0.1728,0.2713
382,0.7996,0.611,0.6763,0.8923,0.9338
383,0.4339,0.6794,0.2541,0.5387,0.1387
384,0.2386,0.5904,0.5134,0.5041,0.3759
385,0.2816,0.8472,0.4842,0.1531,0.0913
386,0.0842,0.7382,0.7141,0.2176,0.9208
387,0.0912,0.6949,0.7524,0.4659,0.4762
388,0.6067,0.3223,0.7501,0.697,0.4711
389,0.9797,0.7032,0.5158,0.1797,0.111
390,0.2312,0.1381,0.1865,0.0613,0.1959
391,0.0204,0.7568,0.4665,0.5494,0.9232
392,0.7419,0.5014,0.5397,0.8101,0.4403
393,0.1727,0.5644,0.5535,0.7343,0.3053
394,0.5009,0.834,0.5521,0.1918,0.3419
395,0.9512,0.8262,0.8321,0.9575,0.9563
396,0.7491,0.4748,0.5366,0.3607,0.2178
397,0.8399,0.7671,0.6238,0.4134,0.592
398,0.9919,0.7185,0.3464,0.1066,0.0275
399,0.1984,0.7424,0.4667,0.6809,0.5318
400,0.9794,0.8811,0.6288,0.313,0.6557
401,0.6997,0.197,0.2998,0.6657,0.0554
402,0.0604,0.8031,0.1855,0.1519,0.2235
403,0.0224,0.9594,0.7813,0.8767,0.9829
404,0.431,0.6274,0.5831,0.7481,0.5926
405,0.1809,0.6715,0.5448,0.0839,0.6198
406,0.6413,0.7102,0.5423,0.3566,0.7257
407,0.4047,0.2478,0.4982,0.2538,0.756
408,0.7301,0.9458,0.3495,0.1129,0.358
409,0.8969,0.8577,0.6761,0.4024,0.9223
410,0.1914,0.7345,0.6432,0.4689,0.6317
411,0.5486,0.3685,0.3372,0.5704,0.4951
412,0.3172,0.3251,0.7179,0.5729,0.8875
413,0.3572,0.8356,0.56,0.7343,0.391
414,0.6805,0.9306,0.4335,0.683,0.4326
415,0.1562,0.8893,0.4219,0.4492,0.4617
416,0.8362,0.9125,0.4867,0.167,0.6109
417,0.3894,0.815,0.5609,0.6541,0.6264
418,0.7685,0.3638,0.4203,0.4455,0.2985
419,0.203,0.6756,0.5742,0.6171,0.6265
420,0.4865,0.7108,0.3881,0.3086,0.4752
421,0.277,0.7667,0.6454,0.5214,0.5887
422,0.8797,0.7579,0.4649,0.4499,0.5592
423,0.9394,0.9341,0.3761,0.6805,0.6538
424,0.4154,0.3999,0.473,0.6505,0.6107
425,0.1213,0.9696,0.6152,0.7709,0.5692
426,0.954,0.7074,0.6977,0.7892,0.9204
427,0.015,0.6218,0.5094,0.5844,0.4797
428,0.6878,0.6197,0.3499,0.3972,0.517
429,0.5305,0.7186,0.8702,0.9048,0.9602
430,0.0182,0.3637,0.3685,0.1716,0.1118
431,0.0796,0.5912,0.6104,0.7662,0.5296
432,0.9223,0.7356,0.6158,0.4278,0.4619
433,0.8376,0.3617,0.2893,0.3988,0.2143
434,0.0998,0.5367,0.4058,0.8636,0.4934
435,0.9665,0.8019,0.0764,0.0714,0.0376
436,0.8918,0.4246,0.4433,0.8944,0.7367
437,0.143,0.7688,0.7374,0.9096,0.7664
438,0.0046,0.3043,0.4281,0.0611,0.238
439,0.9921,0.7514,0.3788,0.6431,0.1964
440,0.998,0.5132,0.8713,0.9432,0.9932
441,0.0976,0.6299,0.462,0.2677,0.5537
442,0.8198,0.4262,0.6252,0.6618,0.5079
443,0.8666,0.7789,0.4694,0.6687,0.4309
444,0.0027,0.5619,0.4178,0.1528,0.556
445,0.271,0.2439,0.3099,0.22,0.349
446,0.9444,0.6272,0.3778,0.3756,0.1094
447,0.9396,0.9556,0.5611,0.8105,0.6536
448,0.5329,0.6737,0.6735,0.3261,0.862
449,0.8169,0.5948,0.4541,0.3328,0.6147
450,0.8254,0.6275,0.6845,0.6005,0.5783
451,0.5757,0.916,0.4226,0.397,0.6459
452,0.2625,0.8725,0.6507,0.3506,0.6242
453,0.9058,0.7307,0.5154,0.8071,0.5123
454,0.0261,0.9255,0.538,0.2882,0.4661
455,0.9339,0.2777,0.7023,0.9076,0.4842
456,0.6399,0.8262,0.3693,0.2159,0.3686
457,0.2894,0.682,0.4936,0.7672,0.4267
458,0.9045,0.7976,0.5618,0.9572,0.2774
459,0.6537,0.7872,0.3453,0.1354,0.4174
460,0.239,0.7211,0.6312,0.909,0.7222
461,0.0859,0.7247,0.7596,0.8492,0.8193
462,0.1179,0.3317,0.5164,0.8487,0.525
463,0.2811,0.1371,0.656,0.9775,0.2272
464,0.3814,0.2746,0.6366,0.1424,0.6411
465,0.8316,0.3442,0.4739,0.938,0.642
466,0.7384,0.6923,0.4226,0.5572,0.68
467,0.1462,0.8179,0.5959,0.8589,0.8386
468,0.4134,0.5237,0.2528,0.4666,0.447
469,0.3059,0.979,0.4484,0.124,0.4099
470,0.7122,0.8938,0.3095,0.3155,0.6123
471,0.2029,0.83,0.6371,0.9119,0.8368
472,0.3966,0.5862,0.424,0.3459,0.3986
473,0.1997,0.3179,0.454,0.8418,0.8268
474,0.4899,0.8937,0.3309,0.2446,0.7334
475,0.7568,0.2162,0.6479,0.3555,0.1481
476,0.9223,0.4452,0.3614,0.1611,0.2327
477,0.1065,0.0976,0.5315,0.7846,0.6216
478,0.6595,0.8915,0.9563,0.7988,0.7053
479,0.9652,0.734,0.5199,0.7653,0.519
480,0.247,0.0688,0.5636,0.4183,0.3882
481,0.1503,0.1825,0.9292,0.9843,0.8563
482,0.5978,0.9737,0.6374,0.4294,0.3143
483,0.3422,0.4257,0.5247,0.9298,0.9105
484,0.001,0.8066,0.5521,0.3744,0.8481
485,0.3582,0.2746,0.4574,0.3007,0.3251
486,0.2526,0.81,0.404,0.8537,0.7623
487,0.0896,0.9509,0.4841,0.5101,0.4095
488,0.0899,0.1329,0.3144,0.5719,0.3351
489,0.2954,0.259,0.3532,0.1251,0.4441
490,0.059,0.3291,0.4533,0.7663,0.454
491,0.3007,0.989,0.707,0.8906,0.7403
492,0.5843,0.9262,0.8012,0.9244,0.8202
493,0.1922,0.3637,0.5357,0.2318,0.2851
494,0.9017,0.7994,0.5475,0.8799,0.5642
495,0.767,0.889,0.7879,0.9566,0.8991
496,0.7374,0.659,0.7402,0.8181,0.7905
497,0.2888,0.6167,0.5063,0.2169,0.6109
498,0.4565,0.7957,0.3836,0.7584,0.6886
499,0.5796,0.8135,0.6347,0.508,0.7289
500,0.9883,0.4194,0.1758,0.4539,0.5457
501,0.0939,0.393,0.6123,0.9899,0.6705
502,0.6306,0.9238,0.2948,0.4925,0.5171
503,0.8356,0.5262,0.6399,0.9411,0.6124
504,0.0505,0.6471,0.5056,0.473,0.4485
505,0.8818,0.6471,0.2467,0.2429,0.5215
506,0.1794,0.3807,0.3591,0.5445,0.6826
507,0.0902,0.9778,0.6363,0.9564,0.8741
508,0.9254,0.9015,0.2401,0.848,0.7117
509,0.7327,0.4263,0.4278,0.5446,0.7266
510,0.1493,0.9319,0.532,0.4797,0.8849
511,0.9926,0.8297,0.7941,0.6106,0.435
512,0.5281,0.9481,0.634,0.6399,0.9293
513,0.9559,0.7581,0.7155,0.9435,0.4897
514,0.433,0.518,0.3964,0.3423,0.4603
515,0.8433,0.76,0.4294,0.4953,0.1312
516,0.2294,0.878,0.5434,0.81,0.6187
517,0.1401,0.1839,0.225,0.4696,0.4188
518,0.1814,0.2568,0.329,0.6523,0.7925
519,0.9113,0.9657,0.6296,0.3348,0.4391
520,0.4289,0.7607,0.485,0.2389,0.2041
521,0.5621,0.1153,0.4295,0.4696,0.7532
522,0.0578,0.7406,0.4912,0.3724,0.6802
523,0.7321,0.6473,0.567,0.7038,0.8013
524,0.0378,0.2479,0.3845,0.2154,0.2474
